Angle,Intensity
5.010866440,2574.0
5.032599320,2596.0
5.054332200,2612.0
5.076065080,2630.0
5.097797960,2566.0
5.119530840,2577.0
5.141263720,2611.0
5.162996600,2464.0
5.184729480,2526.0
5.206462360,2600.0
5.228195240,2564.0
5.249928120,2407.0
5.271661000,2501.0
5.293393880,2608.0
5.315126760,2522.0
5.336859640,2460.0
5.358592520,2437.0
5.380325400,2410.0
5.402058280,2462.0
5.423791160,2410.0
5.445524040,2464.0
5.467256920,2288.0
5.488989800,2379.0
5.510722680,2393.0
5.532455560,2410.0
5.554188440,2270.0
5.575921320,2321.0
5.597654200,2238.0
5.619387080,2329.0
5.641119960,2279.0
5.662852840,2336.0
5.684585720,2278.0
5.706318600,2301.0
5.728051480,2192.0
5.749784360,2289.0
5.771517240,2280.0
5.793250120,2250.0
5.814983000,2238.0
5.836715880,2127.0
5.858448760,2219.0
5.880181640,2170.0
5.901914520,2135.0
5.923647400,2180.0
5.945380280,2177.0
5.967113160,2331.0
5.988846040,2188.0
6.010578920,2185.0
6.032311800,2152.0
6.054044680,2086.0
6.075777560,2151.0
6.097510440,2137.0
6.119243320,1966.0
6.140976200,2038.0
6.162709080,2089.0
6.184441960,2094.0
6.206174840,2084.0
6.227907720,2136.0
6.249640600,2117.0
6.271373480,2115.0
6.293106360,2193.0
6.314839240,2071.0
6.336572120,2053.0
6.358305000,2067.0
6.380037880,2020.0
6.401770760,1954.0
6.423503640,2061.0
6.445236520,2005.0
6.466969400,2034.0
6.488702280,2051.0
6.510435160,2017.0
6.532168040,2061.0
6.553900920,2023.0
6.575633800,2042.0
6.597366680,2085.0
6.619099560,2056.0
6.640832440,1964.0
6.662565320,1975.0
6.684298200,1941.0
6.706031080,1992.0
6.727763960,2027.0
6.749496840,1986.0
6.771229720,2039.0
6.792962600,1965.0
6.814695480,1937.0
6.836428360,1923.0
6.858161240,1925.0
6.879894120,1907.0
6.901627000,1929.0
6.923359880,1934.0
6.945092760,2007.0
6.966825640,1961.0
6.988558520,1912.0
7.010291400,1886.0
7.032024280,1913.0
7.053757160,1853.0
7.075490040,1944.0
7.097222920,1931.0
7.118955800,1853.0
7.140688680,1913.0
7.162421560,1881.0
7.184154440,1864.0
7.205887320,1908.0
7.227620200,1924.0
7.249353080,1956.0
7.271085960,1943.0
7.292818840,1863.0
7.314551720,1910.0
7.336284600,1897.0
7.358017480,1878.0
7.379750360,1856.0
7.401483240,1802.0
7.423216120,1851.0
7.444949000,1857.0
7.466681880,1892.0
7.488414760,1919.0
7.510147640,1938.0
7.531880520,1843.0
7.553613400,1822.0
7.575346280,1880.0
7.597079160,1918.0
7.618812040,1839.0
7.640544920,1819.0
7.662277800,1833.0
7.684010680,1840.0
7.705743560,1830.0
7.727476440,1882.0
7.749209320,1812.0
7.770942200,1778.0
7.792675080,1795.0
7.814407960,1897.0
7.836140840,1887.0
7.857873720,1817.0
7.879606600,1818.0
7.901339480,1846.0
7.923072360,1803.0
7.944805240,1767.0
7.966538120,1797.0
7.988271000,1781.0
8.010003880,1836.0
8.031736760,1687.0
8.053469640,1833.0
8.075202520,1808.0
8.096935400,1732.0
8.118668280,1799.0
8.140401160,1755.0
8.162134040,1752.0
8.183866920,1732.0
8.205599800,1779.0
8.227332680,1721.0
8.249065560,1749.0
8.270798440,1750.0
8.292531320,1795.0
8.314264200,1735.0
8.335997080,1718.0
8.357729960,1836.0
8.379462840,1743.0
8.401195720,1735.0
8.422928600,1700.0
8.444661480,1761.0
8.466394360,1782.0
8.488127240,1780.0
8.509860120,1716.0
8.531593000,1794.0
8.553325880,1750.0
8.575058760,1719.0
8.596791640,1754.0
8.618524520,1678.0
8.640257400,1736.0
8.661990280,1623.0
8.683723160,1679.0
8.705456040,1703.0
8.727188920,1658.0
8.748921800,1733.0
8.770654680,1689.0
8.792387560,1753.0
8.814120440,1729.0
8.835853320,1731.0
8.857586200,1642.0
8.879319080,1646.0
8.901051960,1642.0
8.922784840,1763.0
8.944517720,1703.0
8.966250600,1652.0
8.987983480,1699.0
9.009716360,1685.0
9.031449240,1657.0
9.053182120,1665.0
9.074915000,1659.0
9.096647880,1728.0
9.118380760,1696.0
9.140113640,1631.0
9.161846520,1697.0
9.183579400,1610.0
9.205312280,1642.0
9.227045160,1708.0
9.248778040,1611.0
9.270510920,1680.0
9.292243800,1645.0
9.313976680,1631.0
9.335709560,1679.0
9.357442440,1648.0
9.379175320,1616.0
9.400908200,1623.0
9.422641080,1581.0
9.444373960,1650.0
9.466106840,1642.0
9.487839720,1768.0
9.509572600,1658.0
9.531305480,1670.0
9.553038360,1605.0
9.574771240,1608.0
9.596504120,1640.0
9.618237000,1697.0
9.639969880,1609.0
9.661702760,1567.0
9.683435640,1660.0
9.705168520,1688.0
9.726901400,1668.0
9.748634280,1674.0
9.770367160,1709.0
9.792100040,1618.0
9.813832920,1777.0
9.835565800,1631.0
9.857298680,1694.0
9.879031560,1575.0
9.900764440,1751.0
9.922497320,1656.0
9.944230200,1604.0
9.965963080,1681.0
9.987695960,1625.0
10.009428840,1700.0
10.031161720,1710.0
10.052894600,1651.0
10.074627480,1644.0
10.096360360,1629.0
10.118093240,1723.0
10.139826120,1624.0
10.161559000,1636.0
10.183291880,1638.0
10.205024760,1635.0
10.226757640,1591.0
10.248490520,1623.0
10.270223400,1604.0
10.291956280,1633.0
10.313689160,1683.0
10.335422040,1676.0
10.357154920,1668.0
10.378887800,1607.0
10.400620680,1625.0
10.422353560,1623.0
10.444086440,1661.0
10.465819320,1651.0
10.487552200,1608.0
10.509285080,1582.0
10.531017960,1608.0
10.552750840,1704.0
10.574483720,1689.0
10.596216600,1694.0
