Angle,Intensity
5.010866440,3367.0
5.032599320,3318.0
5.054332200,3273.0
5.076065080,3144.0
5.097797960,3298.0
5.119530840,3155.0
5.141263720,3204.0
5.162996600,3106.0
5.184729480,3193.0
5.206462360,3138.0
5.228195240,3181.0
5.249928120,3113.0
5.271661000,2928.0
5.293393880,2923.0
5.315126760,3048.0
5.336859640,3003.0
5.358592520,2959.0
5.380325400,2971.0
5.402058280,2839.0
5.423791160,2839.0
5.445524040,2903.0
5.467256920,2865.0
5.488989800,2915.0
5.510722680,2815.0
5.532455560,2787.0
5.554188440,2793.0
5.575921320,2782.0
5.597654200,2750.0
5.619387080,2702.0
5.641119960,2712.0
5.662852840,2794.0
5.684585720,2681.0
5.706318600,2583.0
5.728051480,2549.0
5.749784360,2557.0
5.771517240,2702.0
5.793250120,2517.0
5.814983000,2573.0
5.836715880,2540.0
5.858448760,2538.0
5.880181640,2505.0
5.901914520,2506.0
5.923647400,2447.0
5.945380280,2530.0
5.967113160,2478.0
5.988846040,2487.0
6.010578920,2494.0
6.032311800,2503.0
6.054044680,2501.0
6.075777560,2452.0
6.097510440,2359.0
6.119243320,2323.0
6.140976200,2487.0
6.162709080,2384.0
6.184441960,2451.0
6.206174840,2422.0
6.227907720,2340.0
6.249640600,2394.0
6.271373480,2305.0
6.293106360,2305.0
6.314839240,2274.0
6.336572120,2289.0
6.358305000,2296.0
6.380037880,2305.0
6.401770760,2363.0
6.423503640,2380.0
6.445236520,2350.0
6.466969400,2353.0
6.488702280,2213.0
6.510435160,2200.0
6.532168040,2314.0
6.553900920,2271.0
6.575633800,2216.0
6.597366680,2292.0
6.619099560,2248.0
6.640832440,2176.0
6.662565320,2210.0
6.684298200,2183.0
6.706031080,2294.0
6.727763960,2180.0
6.749496840,2152.0
6.771229720,2147.0
6.792962600,2165.0
6.814695480,2164.0
6.836428360,2084.0
6.858161240,2124.0
6.879894120,2162.0
6.901627000,2225.0
6.923359880,2204.0
6.945092760,2162.0
6.966825640,2164.0
6.988558520,2056.0
7.010291400,2049.0
7.032024280,2103.0
7.053757160,2142.0
7.075490040,2048.0
7.097222920,2038.0
7.118955800,2022.0
7.140688680,2065.0
7.162421560,1989.0
7.184154440,2120.0
7.205887320,2034.0
7.227620200,2010.0
7.249353080,2029.0
7.271085960,2106.0
7.292818840,2057.0
7.314551720,1955.0
7.336284600,2044.0
7.358017480,2080.0
7.379750360,1980.0
7.401483240,2035.0
7.423216120,1916.0
7.444949000,2024.0
7.466681880,2032.0
7.488414760,2070.0
7.510147640,1999.0
7.531880520,2047.0
7.553613400,1982.0
7.575346280,1951.0
7.597079160,2000.0
7.618812040,2006.0
7.640544920,1990.0
7.662277800,2015.0
7.684010680,1999.0
7.705743560,1973.0
7.727476440,1962.0
7.749209320,2007.0
