Angle,Intensity
5.010866440,3835.0
5.032599320,3672.0
5.054332200,3517.0
5.076065080,3598.0
5.097797960,3482.0
5.119530840,3533.0
5.141263720,3592.0
5.162996600,3551.0
5.184729480,3536.0
5.206462360,3570.0
5.228195240,3407.0
5.249928120,3306.0
5.271661000,3427.0
5.293393880,3387.0
5.315126760,3251.0
5.336859640,3271.0
5.358592520,3275.0
5.380325400,3133.0
5.402058280,3146.0
5.423791160,3190.0
5.445524040,3117.0
5.467256920,3169.0
5.488989800,3019.0
5.510722680,3119.0
5.532455560,3017.0
5.554188440,3019.0
5.575921320,2938.0
5.597654200,3049.0
5.619387080,2960.0
5.641119960,2954.0
5.662852840,2944.0
5.684585720,2968.0
5.706318600,2778.0
5.728051480,2859.0
5.749784360,2869.0
5.771517240,2855.0
5.793250120,2707.0
5.814983000,2791.0
5.836715880,2632.0
5.858448760,2709.0
5.880181640,2656.0
5.901914520,2673.0
5.923647400,2744.0
5.945380280,2679.0
5.967113160,2605.0
5.988846040,2696.0
6.010578920,2683.0
6.032311800,2563.0
6.054044680,2570.0
6.075777560,2644.0
6.097510440,2558.0
6.119243320,2523.0
6.140976200,2538.0
6.162709080,2420.0
6.184441960,2525.0
6.206174840,2366.0
6.227907720,2515.0
6.249640600,2462.0
6.271373480,2513.0
6.293106360,2465.0
6.314839240,2446.0
6.336572120,2475.0
6.358305000,2431.0
6.380037880,2467.0
6.401770760,2450.0
6.423503640,2408.0
6.445236520,2282.0
6.466969400,2409.0
6.488702280,2424.0
6.510435160,2322.0
6.532168040,2275.0
6.553900920,2347.0
6.575633800,2223.0
6.597366680,2367.0
6.619099560,2368.0
6.640832440,2307.0
6.662565320,2338.0
6.684298200,2260.0
6.706031080,2272.0
6.727763960,2264.0
6.749496840,2247.0
6.771229720,2393.0
6.792962600,2295.0
6.814695480,2233.0
6.836428360,2222.0
6.858161240,2179.0
6.879894120,2254.0
6.901627000,2250.0
6.923359880,2222.0
6.945092760,2127.0
6.966825640,2212.0
6.988558520,2235.0
7.010291400,2192.0
7.032024280,2087.0
7.053757160,2211.0
7.075490040,2077.0
7.097222920,2154.0
7.118955800,2107.0
7.140688680,2184.0
7.162421560,2043.0
7.184154440,2202.0
7.205887320,2105.0
7.227620200,2119.0
7.249353080,2093.0
7.271085960,2108.0
7.292818840,2123.0
7.314551720,2065.0
7.336284600,2058.0
7.358017480,2087.0
7.379750360,2043.0
7.401483240,2143.0
7.423216120,2030.0
7.444949000,2117.0
7.466681880,2080.0
7.488414760,2051.0
7.510147640,2011.0
7.531880520,2068.0
7.553613400,2017.0
7.575346280,1990.0
7.597079160,2073.0
7.618812040,1942.0
7.640544920,1994.0
7.662277800,1952.0
7.684010680,2066.0
7.705743560,2008.0
7.727476440,1955.0
7.749209320,1966.0
7.770942200,1907.0
7.792675080,1995.0
7.814407960,1997.0
7.836140840,1935.0
7.857873720,1944.0
7.879606600,1956.0
7.901339480,1918.0
7.923072360,2020.0
7.944805240,1877.0
7.966538120,1894.0
7.988271000,1975.0
8.010003880,1985.0
8.031736760,1898.0
8.053469640,1936.0
8.075202520,1867.0
8.096935400,1871.0
8.118668280,1906.0
8.140401160,1831.0
8.162134040,1893.0
8.183866920,1887.0
8.205599800,1919.0
8.227332680,1933.0
8.249065560,1944.0
8.270798440,1985.0
8.292531320,1916.0
8.314264200,1818.0
8.335997080,1859.0
8.357729960,1808.0
8.379462840,1903.0
8.401195720,1886.0
8.422928600,1764.0
8.444661480,1802.0
8.466394360,1858.0
8.488127240,1856.0
8.509860120,1807.0
8.531593000,1828.0
8.553325880,1852.0
8.575058760,1750.0
8.596791640,1747.0
8.618524520,1770.0
8.640257400,1819.0
8.661990280,1811.0
8.683723160,1801.0
8.705456040,1720.0
8.727188920,1824.0
8.748921800,1819.0
8.770654680,1871.0
8.792387560,1767.0
8.814120440,1793.0
8.835853320,1725.0
8.857586200,1743.0
8.879319080,1848.0
8.901051960,1709.0
8.922784840,1778.0
8.944517720,1804.0
8.966250600,1747.0
8.987983480,1738.0
9.009716360,1788.0
9.031449240,1724.0
9.053182120,1845.0
9.074915000,1818.0
9.096647880,1775.0
9.118380760,1730.0
9.140113640,1761.0
9.161846520,1798.0
9.183579400,1740.0
9.205312280,1717.0
9.227045160,1732.0
9.248778040,1687.0
9.270510920,1780.0
9.292243800,1666.0
9.313976680,1776.0
9.335709560,1762.0
9.357442440,1687.0
9.379175320,1719.0
9.400908200,1634.0
9.422641080,1698.0
9.444373960,1743.0
9.466106840,1687.0
9.487839720,1740.0
9.509572600,1682.0
9.531305480,1693.0
9.553038360,1726.0
9.574771240,1602.0
9.596504120,1688.0
9.618237000,1675.0
9.639969880,1648.0
9.661702760,1685.0
9.683435640,1647.0
9.705168520,1673.0
9.726901400,1686.0
9.748634280,1688.0
9.770367160,1717.0
9.792100040,1690.0
9.813832920,1706.0
9.835565800,1579.0
9.857298680,1701.0
9.879031560,1694.0
9.900764440,1647.0
9.922497320,1632.0
9.944230200,1711.0
9.965963080,1627.0
9.987695960,1684.0
10.009428840,1688.0
10.031161720,1706.0
10.052894600,1593.0
10.074627480,1674.0
10.096360360,1610.0
10.118093240,1657.0
10.139826120,1602.0
10.161559000,1624.0
10.183291880,1649.0
10.205024760,1699.0
10.226757640,1708.0
10.248490520,1610.0
10.270223400,1709.0
10.291956280,1636.0
10.313689160,1574.0
10.335422040,1667.0
10.357154920,1611.0
